Ref,Experiment site,Year,Exp name,Sowing method,RANGE,ROW,REP,Variety,Nitrogen,N group,Estab (No/msq),PI DM (g/msq),PI Tillers (No/msq),PI NIR %N,PI N uptake (kg N/ha),PM DM (g/msq),Harv tillers (No/msq),HI,Quad Yield (t/ha@ 14%),Header Yield (t/ha@ 14%),Lodging (10=flat),Plant height (cm)
1101,Morona,2018_19,Morona Drill 18_19,Drill,3,8,3,YDP44,150-0,PW_2,174,521,1013,2.81,147,2194,726,0.4,9.91,8.98,1,61
1102,Morona,2018_19,Morona Drill 18_19,Drill,3,9,3,Viand,0,zero,186,290,849,1.49,43,*,*,*,*,*,1,*
1103,Morona,2018_19,Morona Drill 18_19,Drill,3,10,3,Sherpa,90-60,split,94,599,770,2.14,128,2653,716,0.48,14.27,11.69,2,89
1104,Morona,2018_19,Morona Drill 18_19,Drill,3,11,3,VO38,90-0,PW_1,184,638,964,2.2,140,2378,775,0.44,11.89,10.92,1,76
1105,Morona,2018_19,Morona Drill 18_19,Drill,3,12,3,Viand,90-60,split,209,608,1040,1.88,114,2213,884,0.51,12.7,11.23,5,88
1106,Morona,2018_19,Morona Drill 18_19,Drill,3,13,3,Sherpa,150-0,PW_2,126,640,1225,2.51,161,2617,700,0.41,12.19,11.79,2,90
1107,Morona,2018_19,Morona Drill 18_19,Drill,3,14,3,VO37,0,zero,201,315,1094,1.55,49,1543,517,0.47,8.19,7.15,1,74
1108,Morona,2018_19,Morona Drill 18_19,Drill,3,15,3,Reiziq,150-0,PW_2,238,710,1438,2.52,179,2405,795,0.42,11.5,11.34,1,82
1109,Morona,2018_19,Morona Drill 18_19,Drill,3,16,3,YDP44,90-0,PW_1,235,511,912,2.02,103,1939,509,0.46,10.06,8.33,1,64
1110,Morona,2018_19,Morona Drill 18_19,Drill,3,17,3,Sherpa,0,zero,146,271,979,1.45,39,1431,457,0.45,7.3,7.96,1,71
1111,Morona,2018_19,Morona Drill 18_19,Drill,3,18,3,VO38,0,zero,224,291,647,1.44,42,1278,429,0.48,6.98,7.4,1,70
1112,Morona,2018_19,Morona Drill 18_19,Drill,3,19,3,VO37,90-60,split,244,535,903,1.85,99,2565,668,0.47,13.65,11.28,1,85
1113,Morona,2018_19,Morona Drill 18_19,Drill,3,20,3,Reiziq,90-0,PW_1,254,610,1195,1.93,118,2243,648,0.44,11.22,10.37,1,81
1114,Morona,2018_19,Morona Drill 18_19,Drill,3,21,3,VO38,150-0,PW_2,249,649,1646,2.48,161,2628,895,0.42,12.59,12.55,1,79
1115,Morona,2018_19,Morona Drill 18_19,Drill,3,22,3,Viand,150-0,PW_2,201,660,892,2.1,138,2436,850,0.47,13,9.33,4,90
1116,Morona,2018_19,Morona Drill 18_19,Drill,3,23,3,YDP44,90-60,split,253,569,795,2.3,131,1931,612,0.46,9.93,8.87,1,62
1117,Morona,2018_19,Morona Drill 18_19,Drill,3,24,3,VO37,90-0,PW_1,238,545,1139,1.88,103,2319,756,0.45,11.73,10.13,1,77
1118,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,1,1,VO37,120-0,PW_1,214,266,480,3.32,88,1886,446,0.4,8.51,*,1,78
1119,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,2,1,Reiziq,180-0,PW_2,248,308,855,3.7,114,2211,561,0.41,10.24,*,1,80
1120,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,3,1,Viand,180-0,PW_2,230,328,599,3.51,115,2053,568,0.45,10.5,*,1,85
1121,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,4,1,YDP44,120-0,PW_1,216,312,619,2.99,93,1752,469,0.4,7.87,*,1,63
1122,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,5,1,Reiziq,0,zero,266,154,400,1.3,20,760,419,0.44,3.74,*,1,61
1123,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,6,1,VO38,180-0,PW_2,202,405,603,3.73,151,2200,559,0.42,10.31,*,1,81
1124,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,7,1,VO37,120-60,split,188,295,574,3.08,91,2204,508,0.42,10.43,*,1,85
1125,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,8,1,Viand,120-60,split,246,328,726,2.67,88,2012,592,0.47,10.7,*,1,82
1126,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,9,1,YDP44,0,zero,242,110,244,1.57,17,793,466,0.45,4.04,*,1,47
1127,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,10,1,VO38,0,zero,206,130,441,1.46,19,951,384,0.49,5.23,*,1,68
1128,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,11,1,Viand,120-0,PW_1,258,325,604,2.47,80,1886,515,0.48,10.19,*,1,87
1129,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,12,1,VO37,0,zero,246,157,518,1.52,24,852,419,0.46,4.39,*,1,64
1130,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,13,1,Reiziq,120-60,split,260,338,514,2.74,92,2037,590,0.42,9.68,*,1,77
1131,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,14,1,Sherpa,180-0,PW_2,178,290,567,3.3,96,2260,482,0.41,10.53,*,1,84
1132,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,15,1,YDP44,180-0,PW_2,218,266,441,3.86,103,1985,675,0.41,9.08,*,1,63
1133,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,16,1,Sherpa,0,zero,158,116,251,1.53,18,832,383,0.49,4.61,*,1,69
1134,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,17,1,Sherpa,120-0,PW_1,132,311,843,2.86,89,1963,490,0.4,8.75,*,1,79
1135,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,18,1,YDP44,120-60,split,214,314,459,3.13,98,1914,618,0.41,8.94,*,1,63
1136,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,19,1,VO38,120-60,split,210,302,507,3.52,106,2191,573,0.43,10.72,*,1,79
1137,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,20,1,Reiziq,120-0,PW_1,254,331,519,2.98,99,1962,449,0.39,8.65,*,1,82
1138,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,21,1,Sherpa,120-60,split,154,235,392,3.06,72,2173,573,0.42,10.33,*,1,82
1139,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,22,1,VO37,180-0,PW_2,196,374,590,3.76,140,2363,579,0.39,10.47,*,1,79
1140,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,23,1,VO38,120-0,PW_1,166,317,560,3.55,112,2327,590,0.4,10.62,*,1,84
1141,Kirkup,2018_19,Kirkup DPW 18_19,DPW,1,24,1,Viand,0,zero,196,207,355,1.76,37,817,324,0.28,2.62,*,1,71
1142,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,1,2,VO37,180-0,PW_2,204,328,656,3.23,106,2175,597,0.42,10.38,*,1,80
1143,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,2,2,VO37,0,zero,186,147,302,1.48,22,842,387,0.48,4.56,*,1,65
1144,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,3,2,Viand,0,zero,180,183,493,1.39,25,*,*,*,*,*,1,*
1145,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,4,2,Sherpa,180-0,PW_2,154,323,1155,3.34,108,2405,617,0.38,10.3,*,1,84
1146,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,5,2,Sherpa,120-0,PW_1,160,274,892,2.95,81,1982,471,0.37,8.29,*,1,83
1147,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,6,2,YDP44,0,zero,228,124,454,1.73,21,705,261,0.45,3.55,*,1,56
1148,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,7,2,VO38,120-60,split,196,280,665,3.29,92,1978,520,0.45,10.14,*,1,81
1149,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,8,2,Sherpa,0,zero,150,92,217,1.64,15,821,317,0.51,4.69,*,1,64
1150,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,9,2,VO38,120-0,PW_1,240,298,544,2.85,85,1998,529,0.43,9.79,*,1,76
1151,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,10,2,VO38,180-0,PW_2,196,303,540,3.65,110,2183,544,0.44,10.81,*,1,80
1152,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,11,2,Reiziq,180-0,PW_2,228,289,469,3.64,105,1996,597,0.43,9.66,*,1,81
1153,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,12,2,YDP44,120-60,split,222,278,467,2.98,83,1671,493,0.44,8.27,*,1,62
1154,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,13,2,Reiziq,120-0,PW_1,236,323,603,3.13,101,1903,538,0.42,9.12,*,1,77
1155,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,14,2,Viand,180-0,PW_2,208,313,566,3.2,100,2040,671,0.49,11.26,*,1,84
1156,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,15,2,Sherpa,120-60,split,126,359,554,3.28,118,2132,515,0.45,10.76,*,1,82
1157,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,16,2,VO37,120-60,split,216,319,642,2.77,88,2277,583,0.43,11.16,*,1,79
1158,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,17,2,YDP44,180-0,PW_2,202,305,499,3.57,109,1899,541,0.42,9.05,*,1,63
1159,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,18,2,Reiziq,0,zero,200,154,317,1.62,25,718,297,0.45,3.65,*,1,65
1160,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,19,2,Reiziq,120-60,split,214,275,451,2.82,78,1972,536,0.44,9.78,*,1,78
1161,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,20,2,VO38,0,zero,200,103,247,1.52,16,850,350,0.48,4.57,*,1,66
1162,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,21,2,VO37,120-0,PW_1,220,311,914,2.62,81,1999,506,0.4,9.1,*,1,80
1163,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,22,2,Viand,120-60,split,250,360,649,3.68,132,1961,623,0.5,11.06,*,1,86
1164,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,23,2,Viand,120-0,PW_1,224,352,1054,3.4,120,1910,539,0.49,10.58,*,1,85
1165,Kirkup,2018_19,Kirkup DPW 18_19,DPW,2,24,2,YDP44,120-0,PW_1,248,331,529,3.19,106,1629,495,0.43,7.84,*,1,62
1166,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,1,3,Reiziq,120-60,split,240,279,515,3.45,96,2050,628,0.43,9.89,*,1,78
1167,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,2,3,Sherpa,120-60,split,204,298,529,3.11,93,2061,590,0.43,10.06,*,1,82
1168,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,3,3,Viand,120-0,PW_1,138,323,974,3.41,110,1837,652,0.49,10.19,*,1,78
1169,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,4,3,YDP44,120-60,split,202,262,645,3.55,93,1682,596,0.43,8.23,*,1,62
1170,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,5,3,VO38,0,zero,224,168,374,2.19,37,943,363,0.47,4.99,*,1,66
1171,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,6,3,YDP44,180-0,PW_2,240,239,455,3.69,88,1843,578,0.43,8.91,*,1,63
1172,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,7,3,VO38,120-0,PW_1,226,284,904,3.53,100,1943,590,0.45,9.75,*,1,73
1173,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,8,3,Reiziq,120-0,PW_1,208,307,798,3.19,98,1868,580,0.4,8.52,*,1,80
1174,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,9,3,Viand,120-60,split,234,320,603,3.25,104,1821,635,0.51,10.38,*,1,82
1175,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,10,3,VO38,120-60,split,226,303,580,3.63,110,2133,567,0.42,10.18,*,1,79
1176,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,11,3,Reiziq,0,zero,242,152,297,1.63,25,963,378,0.49,5.28,*,1,70
1177,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,12,3,VO37,120-0,PW_1,226,288,724,3.34,96,1336,362,0.41,6.24,*,1,75
1178,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,13,3,Viand,0,zero,212,177,346,1.56,28,705,497,0.37,2.92,*,1,30
1179,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,14,3,VO37,180-0,PW_2,246,322,1089,3.84,124,2291,574,0.39,10.17,*,1,82
1180,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,15,3,YDP44,120-0,PW_1,220,249,798,3.66,91,1728,577,0.44,8.5,*,1,61
1181,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,16,3,Sherpa,120-0,PW_1,188,285,462,3.46,99,1860,458,0.39,8.21,*,1,79
1182,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,17,3,Viand,180-0,PW_2,176,303,599,3.68,111,1893,633,0.48,10.23,*,1,85
1183,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,18,3,YDP44,0,zero,210,114,258,1.87,21,674,221,0.44,3.35,*,1,58
1184,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,19,3,Reiziq,180-0,PW_2,226,269,1104,4.02,108,2063,644,0.42,9.78,*,1,80
1185,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,20,3,VO37,0,zero,196,134,320,1.67,22,895,335,0.46,4.59,*,1,67
1186,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,21,3,Sherpa,0,zero,158,169,325,1.6,27,951,379,0.5,5.34,*,1,68
1187,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,22,3,VO38,180-0,PW_2,212,308,640,3.92,121,2293,599,0.43,11,*,1,81
1188,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,23,3,Sherpa,180-0,PW_2,146,317,677,3.57,113,2335,647,0.42,11.12,*,1,82
1189,Kirkup,2018_19,Kirkup DPW 18_19,DPW,3,24,3,VO37,120-60,split,226,342,843,3.31,113,2307,536,0.42,10.99,*,1,84
1190,Payne,2018_19,Payne DPW 18_19,DPW,1,1,1,Sherpa,90-0,PW_1,143,364,997,2.07,75,1750,383,0.41,8.18,8.28,1,75
1191,Payne,2018_19,Payne DPW 18_19,DPW,1,2,1,Reiziq,90-60,split,205,463,708,2.02,93,1952,528,0.41,8.92,10.77,1,76
1192,Payne,2018_19,Payne DPW 18_19,DPW,1,3,1,VO37,0,zero,178,281,768,1.15,32,1019,464,0.43,4.97,4.78,1,55
1193,Payne,2018_19,Payne DPW 18_19,DPW,1,4,1,YDP44,0,zero,167,209,560,1.41,29,702,231,0.22,1.7,2.46,1,52
1194,Payne,2018_19,Payne DPW 18_19,DPW,1,5,1,VO38,150-0,PW_2,162,520,884,2.87,149,2123,553,0.38,9.17,10.91,1,77
1195,Payne,2018_19,Payne DPW 18_19,DPW,1,6,1,Viand,90-60,split,197,555,1220,1.88,104,1876,611,0.45,9.43,10.37,1,83
1196,Payne,2018_19,Payne DPW 18_19,DPW,1,7,1,Sherpa,150-0,PW_2,130,474,745,2.52,119,2025,502,0.39,8.91,10.53,1,86
1197,Payne,2018_19,Payne DPW 18_19,DPW,1,8,1,VO37,90-0,PW_1,177,415,953,2.13,88,1886,487,0.38,8.12,8.96,1,75
1198,Payne,2018_19,Payne DPW 18_19,DPW,1,9,1,Reiziq,90-0,PW_1,210,514,909,1.92,99,1821,500,0.38,7.73,8.79,1,72
1199,Payne,2018_19,Payne DPW 18_19,DPW,1,10,1,YDP44,90-60,split,192,416,1058,1.97,82,1602,494,0.24,4.27,4.26,1,61
1200,Payne,2018_19,Payne DPW 18_19,DPW,1,11,1,Viand,150-0,PW_2,240,544,1117,2.42,131,1844,565,0.42,8.7,10.33,1,86
1201,Payne,2018_19,Payne DPW 18_19,DPW,1,12,1,Reiziq,150-0,PW_2,197,553,871,2.78,154,2036,488,0.31,7.22,8.98,1,79
1202,Payne,2018_19,Payne DPW 18_19,DPW,1,13,1,VO38,90-0,PW_1,147,422,904,2.27,96,1921,488,0.41,8.94,9.62,1,76
1203,Payne,2018_19,Payne DPW 18_19,DPW,1,14,1,VO37,90-60,split,155,428,960,2.4,103,1976,579,0.41,9.14,10.27,1,76
1204,Payne,2018_19,Payne DPW 18_19,DPW,1,15,1,VO38,0,zero,170,196,589,1.21,24,930,352,0.44,4.58,4.44,1,58
1205,Payne,2018_19,Payne DPW 18_19,DPW,1,16,1,Sherpa,0,zero,120,200,504,1.23,25,1185,497,0.47,6.24,6.21,1,59
1206,Payne,2018_19,Payne DPW 18_19,DPW,1,17,1,Sherpa,90-60,split,165,446,936,1.81,81,1927,468,0.45,9.78,11.66,1,75
1207,Payne,2018_19,Payne DPW 18_19,DPW,1,18,1,YDP44,90-0,PW_1,170,378,728,2.25,85,1475,470,0.26,4.4,4.19,1,55
1208,Payne,2018_19,Payne DPW 18_19,DPW,1,19,1,Viand,0,zero,210,250,790,1.09,27,854,436,0.31,2.96,3.45,1,65
1209,Payne,2018_19,Payne DPW 18_19,DPW,1,20,1,VO38,90-60,split,213,478,916,1.79,86,2162,668,0.42,10.21,10.63,1,73
1210,Payne,2018_19,Payne DPW 18_19,DPW,1,21,1,YDP44,150-0,PW_2,202,479,921,3.16,151,1591,493,0.19,3.49,4.28,1,61
1211,Payne,2018_19,Payne DPW 18_19,DPW,1,22,1,VO37,150-0,PW_2,125,454,852,2.63,120,2214,560,0.32,8,9.5,1,80
1212,Payne,2018_19,Payne DPW 18_19,DPW,1,23,1,Viand,90-0,PW_1,175,459,918,1.8,82,1734,613,0.41,7.94,8.79,1,76
1213,Payne,2018_19,Payne DPW 18_19,DPW,1,24,1,Reiziq,0,zero,192,190,507,1.33,25,1080,549,0.43,5.26,4.92,1,55
1214,Payne,2018_19,Payne DPW 18_19,DPW,2,1,2,Reiziq,90-0,PW_1,162,486,731,1.86,90,1793,494,0.39,7.84,9.09,1,74
1215,Payne,2018_19,Payne DPW 18_19,DPW,2,2,2,Viand,0,zero,193,273,641,1.1,30,875,439,0.3,2.93,3.89,1,66
1216,Payne,2018_19,Payne DPW 18_19,DPW,2,3,2,Reiziq,0,zero,202,259,590,1.12,29,867,387,0.44,4.3,5.27,1,56
1217,Payne,2018_19,Payne DPW 18_19,DPW,2,4,2,Viand,150-0,PW_2,118,576,964,2.34,135,1834,604,0.42,8.62,10.18,1,87
1218,Payne,2018_19,Payne DPW 18_19,DPW,2,5,2,VO37,90-60,split,118,456,816,1.75,80,2270,510,0.43,10.95,10.4,1,84
1219,Payne,2018_19,Payne DPW 18_19,DPW,2,6,2,Sherpa,90-60,split,153,470,722,1.9,89,1829,422,0.44,9,10.96,1,80
1220,Payne,2018_19,Payne DPW 18_19,DPW,2,7,2,YDP44,150-0,PW_2,172,494,1038,2.68,132,1446,421,0.21,3.38,3.98,1,60
1221,Payne,2018_19,Payne DPW 18_19,DPW,2,8,2,VO38,90-0,PW_1,158,486,913,2.15,105,1767,464,0.42,8.41,9.43,1,70
1222,Payne,2018_19,Payne DPW 18_19,DPW,2,9,2,Reiziq,90-60,split,208,516,817,1.83,95,2030,558,0.38,8.7,10.77,1,77
1223,Payne,2018_19,Payne DPW 18_19,DPW,2,10,2,VO37,150-0,PW_2,190,543,1126,2.5,136,2116,572,0.35,8.36,9.13,1,79
1224,Payne,2018_19,Payne DPW 18_19,DPW,2,11,2,VO38,90-60,split,182,506,1062,2.18,110,2111,566,0.43,10.19,11.05,1,79
1225,Payne,2018_19,Payne DPW 18_19,DPW,2,12,2,YDP44,0,zero,190,212,507,1.26,27,742,264,0.26,2.18,2.37,1,50
1226,Payne,2018_19,Payne DPW 18_19,DPW,2,13,2,Sherpa,150-0,PW_2,137,531,876,2.38,126,2080,439,0.39,9.22,10.71,1,90
1227,Payne,2018_19,Payne DPW 18_19,DPW,2,14,2,Viand,90-0,PW_1,165,457,795,1.83,84,1833,490,0.43,8.82,8.91,1,78
1228,Payne,2018_19,Payne DPW 18_19,DPW,2,15,2,YDP44,90-0,PW_1,137,399,777,1.94,77,1374,376,0.26,3.98,4.49,1,62
1229,Payne,2018_19,Payne DPW 18_19,DPW,2,16,2,VO37,0,zero,148,254,726,1.08,27,1120,424,0.42,5.3,4.96,1,55
1230,Payne,2018_19,Payne DPW 18_19,DPW,2,17,2,VO38,0,zero,172,233,611,1.15,27,788,297,0.42,3.72,4.53,1,54
1231,Payne,2018_19,Payne DPW 18_19,DPW,2,18,2,Viand,90-60,split,208,508,1005,1.76,89,1842,540,0.45,9.34,10.26,1,79
1232,Payne,2018_19,Payne DPW 18_19,DPW,2,19,2,Reiziq,150-0,PW_2,183,568,964,2.19,125,1896,535,0.35,7.59,8.83,1,77
1233,Payne,2018_19,Payne DPW 18_19,DPW,2,20,2,YDP44,90-60,split,177,418,773,2.04,85,1358,415,0.26,3.96,4.16,1,60
1234,Payne,2018_19,Payne DPW 18_19,DPW,2,21,2,VO37,90-0,PW_1,200,499,873,1.76,88,2010,549,0.37,8.38,9.07,1,75
1235,Payne,2018_19,Payne DPW 18_19,DPW,2,22,2,VO38,150-0,PW_2,205,509,1195,2.42,123,2049,583,0.39,9.07,10.25,1,80
1236,Payne,2018_19,Payne DPW 18_19,DPW,2,23,2,Sherpa,90-0,PW_1,143,435,1079,1.88,82,1730,473,0.41,7.96,9.55,1,74
1237,Payne,2018_19,Payne DPW 18_19,DPW,2,24,2,Sherpa,0,zero,160,201,590,1.19,24,1042,358,0.44,5.15,4.77,1,59
1238,Payne,2018_19,Payne DPW 18_19,DPW,3,1,3,VO38,90-60,split,210,436,963,2.01,88,2001,612,0.44,9.9,10.88,1,77
1239,Payne,2018_19,Payne DPW 18_19,DPW,3,2,3,Sherpa,0,zero,148,166,491,1.24,20,1099,355,0.47,5.84,6.26,1,63
1240,Payne,2018_19,Payne DPW 18_19,DPW,3,3,3,YDP44,90-60,split,180,374,730,1.84,69,1529,446,0.28,4.84,5.75,1,61
1241,Payne,2018_19,Payne DPW 18_19,DPW,3,4,3,YDP44,90-0,PW_1,203,459,903,2.34,107,1619,426,0.26,4.8,4.9,1,65
1242,Payne,2018_19,Payne DPW 18_19,DPW,3,5,3,Reiziq,150-0,PW_2,78,426,641,2.87,122,2018,433,0.41,9.25,9.71,1,84
1243,Payne,2018_19,Payne DPW 18_19,DPW,3,6,3,Viand,90-0,PW_1,182,463,797,1.94,90,1818,521,0.42,8.64,9.55,1,80
1244,Payne,2018_19,Payne DPW 18_19,DPW,3,7,3,VO38,0,zero,163,156,475,1.14,18,954,340,0.46,4.92,5.06,1,55
1245,Payne,2018_19,Payne DPW 18_19,DPW,3,8,3,VO37,150-0,PW_2,155,474,1098,2.63,125,2089,587,0.33,7.77,9.77,1,86
1246,Payne,2018_19,Payne DPW 18_19,DPW,3,9,3,VO37,90-0,PW_1,163,525,865,1.93,101,2049,647,0.37,8.65,9.28,1,77
1247,Payne,2018_19,Payne DPW 18_19,DPW,3,10,3,Viand,0,zero,222,225,696,1.1,25,755,402,0.3,2.55,3.44,1,63
1248,Payne,2018_19,Payne DPW 18_19,DPW,3,11,3,Viand,90-60,split,135,520,1208,1.94,101,1798,608,0.44,8.94,10.32,1,80
1249,Payne,2018_19,Payne DPW 18_19,DPW,3,12,3,Sherpa,90-0,PW_1,122,367,843,1.93,71,1903,409,0.43,9.33,10.03,1,81
1250,Payne,2018_19,Payne DPW 18_19,DPW,3,13,3,Reiziq,0,zero,158,258,918,1.23,32,966,438,0.43,4.69,5.01,1,58
1251,Payne,2018_19,Payne DPW 18_19,DPW,3,14,3,YDP44,150-0,PW_2,143,498,803,2.44,122,1734,531,0.25,4.88,5.34,1,65
1252,Payne,2018_19,Payne DPW 18_19,DPW,3,15,3,VO38,150-0,PW_2,138,526,1016,2.46,129,2152,493,0.39,9.56,10.63,1,82
1253,Payne,2018_19,Payne DPW 18_19,DPW,3,16,3,Sherpa,90-60,split,155,458,961,1.74,79,2102,471,0.43,10.09,12.03,1,86
1254,Payne,2018_19,Payne DPW 18_19,DPW,3,17,3,Reiziq,90-0,PW_1,180,465,792,1.78,83,1914,502,0.37,8.05,9.46,1,76
1255,Payne,2018_19,Payne DPW 18_19,DPW,3,18,3,VO37,90-60,split,190,514,1008,2.01,103,2282,600,0.38,9.89,11.6,1,84
1256,Payne,2018_19,Payne DPW 18_19,DPW,3,19,3,Sherpa,150-0,PW_2,158,552,1102,2.45,136,2050,478,0.33,7.74,10.35,1,88
1257,Payne,2018_19,Payne DPW 18_19,DPW,3,20,3,Reiziq,90-60,split,213,487,882,1.71,83,1873,479,0.4,8.46,10.37,1,75
1258,Payne,2018_19,Payne DPW 18_19,DPW,3,21,3,Viand,150-0,PW_2,212,604,1149,2.82,170,1914,637,0.43,9.24,10.02,1,81
1259,Payne,2018_19,Payne DPW 18_19,DPW,3,22,3,VO37,0,zero,162,188,503,1.15,22,794,346,0.41,3.71,4.93,1,54
1260,Payne,2018_19,Payne DPW 18_19,DPW,3,23,3,VO38,90-0,PW_1,193,479,1045,1.82,87,1891,531,0.39,8.36,8.79,1,70
1261,Payne,2018_19,Payne DPW 18_19,DPW,3,24,3,YDP44,0,zero,237,245,809,1.44,35,878,393,0.27,2.72,2.02,1,47
1262,Morsehead,2019_20,Morsehead 19_20,Drill,1,1,1,VO37,120-0,PW_1,250,744,2051,2.12,158,2709,701,0.5,15.2,*,1,86
1263,Morsehead,2019_20,Morsehead 19_20,Drill,1,2,1,Reiziq,180-0,PW_2,250,705,1563,2.61,184,2795,770,0.45,14.22,*,1,88
1264,Morsehead,2019_20,Morsehead 19_20,Drill,1,3,1,Doongara,180-0,PW_2,212,661,1276,2.42,160,2911,742,0.46,15.03,*,1,84
1265,Morsehead,2019_20,Morsehead 19_20,Drill,1,4,1,2M205ML-2171,120-0,PW_1,232,667,2139,2.55,170,2828,809,0.48,15.29,*,1,89
1266,Morsehead,2019_20,Morsehead 19_20,Drill,1,5,1,Reiziq,0,zero,250,391,1202,1.94,76,2074,586,0.49,11.48,*,1,71
1267,Morsehead,2019_20,Morsehead 19_20,Drill,1,6,1,VO38,180-0,PW_2,192,622,1703,2.78,173,2881,842,0.5,16.15,*,1,83
1268,Morsehead,2019_20,Morsehead 19_20,Drill,1,7,1,VO37,120-60,split,257,668,1607,2.02,135,2888,884,0.5,16.27,*,1,85
1269,Morsehead,2019_20,Morsehead 19_20,Drill,1,8,1,Doongara,120-60,split,208,519,1117,1.82,95,2768,540,0.5,15.59,*,1,84
1270,Morsehead,2019_20,Morsehead 19_20,Drill,1,9,1,2M205ML-2171,0,zero,270,349,1015,1.74,61,1802,508,0.5,10.07,*,1,77
1271,Morsehead,2019_20,Morsehead 19_20,Drill,1,10,1,VO38,0,zero,233,286,959,1.74,50,1538,492,0.54,9.32,*,1,66
1272,Morsehead,2019_20,Morsehead 19_20,Drill,1,11,1,Doongara,120-0,PW_1,217,492,1135,2.27,112,2487,508,0.49,13.79,*,1,78
1273,Morsehead,2019_20,Morsehead 19_20,Drill,1,12,1,VO37,0,zero,267,383,1674,1.94,75,1959,608,0.52,11.43,*,1,71
1274,Morsehead,2019_20,Morsehead 19_20,Drill,1,13,1,Reiziq,120-60,split,222,398,1772,2.22,88,2517,714,0.5,14.18,*,1,79
1275,Morsehead,2019_20,Morsehead 19_20,Drill,1,14,1,Sherpa,180-0,PW_2,205,525,2149,2.63,138,2723,852,0.52,16.02,*,1,81
